CODE,Unnamed: 0,ESTACION,LON,LAT,ALT,Codigo,Umbral1,Umbral2,min1,min2
X4728F216,263.0,CORDOVA GORE,-75.16667,-14.03333,3181.0,4728F216,74.5,94.8,0.0,0.0
X4AD050B4,264.0,CORONGO,-77.91019,-8.50942,3821.0,,,,,
X47214916,265.0,ENAPU COHIDRO,-73.23936,-3.731,85.0,,,,,
X221403,266.0,ESTRELLA COHIDRO,-76.77333,-4.81939,129.0,,,,,
X4728B11C,267.0,FONAGRO GORE,-76.13361,-13.46278,60.0,,,,,
X47292684,268.0,HUACHOS GORE,-75.53333,-13.21667,2818.0,,,,,
X213503,269.0,HUAMANI EL TAMBO GORE,-75.58928,-13.84358,863.0,,,,,
X210003,270.0,HUANCASAYA,-69.21467,-15.14308,4325.0,,,,,
X4AD0A030,271.0,HUARMEY,-78.16653,-10.0836,6.0,,,,,
X47A0A5A6,272.0,HUASCACOCHA,-76.37972,-11.11333,4483.0,,,,,
X472E112A,273.0,ILAVE,-69.62592,-16.08825,3868.0,,,,,
X114128,274.0,ISCAHUACA,-73.27164,-14.52014,4260.0,,,,,
X251108,275.0,JUANCITO COHIDRO,-74.86064,-6.04431,118.0,,,,,
X107131,276.0,LA FORTUNA,-78.40242,-7.67042,3343.0,107131,8.9,17.9,0.0,0.0
X114123,277.0,MARCA CUNKA,-72.06289,-14.52328,4079.0,114123,2.7,5.7,0.0,0.0
X472A71F6,278.0,MARISCAL CASTILLA COHIDRO,-73.44319,-4.44806,93.0,,,,,
X4AD0D6A0,279.0,NEPEDA,-78.35981,-9.17358,140.0,,,,,
X221311,280.0,NUEVA ALEGRIA COHIDRO,-77.51061,-4.44161,164.0,,,,,
X230604,281.0,NUEVA REFORMA COHIDRO,-76.15958,-5.85172,131.0,,,,,
X111290,282.0,NANA,-76.84194,-11.98744,585.0,111290,0.0,0.3,0.0,0.0
X4AD000C8,283.0,OCROS,-77.39676,-10.40312,3234.0,,,,,
X114127,284.0,PAMPA GALERAS,-74.40361,-14.66917,3954.0,114127,3.8,30.4,0.0,0.0
X472B90FE,285.0,PARIACANCHA,-76.48,-11.39139,3954.0,,,,,
X4AD0C5D6,286.0,PASTO RURI,-77.17339,-9.8986,4901.0,,,,,
X47E880E2,287.0,PICHARI,-73.83952,-12.52219,570.0,47E880E2,4.2,24.0,0.0,0.0
X4AD0B346,288.0,POMABAMBA,-77.46052,-8.82002,2952.0,,,,,
X112264,289.0,PONGO DE MAINIQUE,-72.82447,-12.24986,475.0,112264,8.2,22.9,0.0,0.0
X109094,290.0,PUCA PUCA,-76.5909,-9.87895,3600.0,,,,,
X472B8388,291.0,PUCALLPA COHIDRO,-74.51953,-8.36225,145.0,,,,,
X47A05F22,292.0,PUENTE CUPICHE,-76.60972,-11.91417,1131.0,,,,,
X250900,293.0,PUENTE PAMPAS,-73.82737,-13.43493,1947.0,,,,,
X152501,294.0,PUERTO ALEGRIA COHIDRO,-70.05389,-4.11492,66.0,,,,,
X109093,295.0,PUERTO BERMUDEZ,-74.94356,-10.28619,267.0,109093,3.7,21.2,0.0,0.0
X4AD086DC,296.0,PURHUAY,-77.20234,-9.31543,3463.0,,,,,
X4AD0F04C,297.0,QUILLCAYHUANCA ,-77.44643,-9.47683,3908.0,,,,,
X212604,298.0,RIO BLANCO,-76.25961,-11.73447,3497.0,212604,1.9,3.5,0.0,0.0
X47E8201A,299.0,SALVACION,-71.36446,-12.8312,528.0,47E8201A,7.7,23.1,0.0,0.0
X112270,300.0,SAN BORJA,-77.00777,-12.10863,129.0,,,,,
X230605,301.0,SAN LUIS COHIDRO,-75.62756,-5.07975,116.0,,,,,
X4720EB14,302.0,SAN MARTIN,-76.76482,-9.40385,3528.0,4720EB14,1.8,4.1,0.0,0.0
X4AD0652E,303.0,SAN NICOLAS,-77.18475,-8.98039,2784.0,,,,,
X112271,304.0,SANTA ANITA,-76.91861,-12.02611,361.0,,,,,
X230606,305.0,SANTA ISABEL COHIDRO,-76.12297,-5.76669,127.0,,,,,
X4725C4EA,306.0,SATIPO,-74.70028,-11.23361,1515.0,4725C4EA,2.5,9.4,0.0,0.0
X109091,307.0,SAUCEPAMPA,-77.75173,-9.04586,2958.0,109091,3.6,8.3,0.0,0.0
X47A0894A,308.0,SEGUE,-76.47639,-11.03444,4589.0,,,,,
X230607,309.0,SELVA ALEGRE COHIDRO,-75.98094,-5.61622,126.0,,,,,
X4AD095AA,310.0,SHANCAYAN,-77.52524,-9.51681,3069.0,,,,,
X110138,311.0,SHAQUEK,-77.52504,-10.07116,2947.0,110138,2.1,4.0,0.0,0.0
X472C14DE,312.0,SHEQUE SEDAPAL,-76.5075,-11.65333,3473.0,,,,,
X4AD043C2,313.0,SHILLA,-77.62427,-9.23142,3041.0,,,,,
X47E8B578,314.0,SIBINACOCHA,-71.01823,-13.92214,4869.0,47E8B578,1.8,4.7,0.0,0.0
X47E9040C,315.0,TAMBORAQUE,-76.30986,-11.78486,2930.0,,,,,
X113246,316.0,TANCAYLLO,-73.68839,-13.63369,3324.0,,,,,
X107130,317.0,TICAPAMPA,-77.90148,-7.9123,2898.0,,,,,
X4AD0E33A,318.0,TINGUA,-77.70762,-9.18553,2601.0,,,,,
X4721B992,319.0,UPINA,-70.08281,-13.88492,3873.0,4721B992,4.9,8.6,0.0,0.0
X472BA564,320.0,YASO,-76.77167,-11.57833,2518.0,,,,,
X47A06AB8,321.0,YURACMAYO LAGUNA,-76.15306,-11.83833,4319.0,,,,,
X110137,322.0,12 DE OCTUBRE,-76.52927,-10.60641,3867.0,110137,2.2,4.6,0.0,0.0
X110139,,,,,,110139,1.4,3.6,0.0,0.0
X111286,,,,,,111286,7.2,10.2,0.0,0.0
X111287,,,,,,111287,0.0,0.0,0.0,0.0
X112233,,,,,,112233,0.2,2.5,0.0,0.0
X112265,,,,,,112265,0.0,23.8,0.0,0.0
X112266,,,,,,112266,0.2,7.9,0.0,0.0
X112267,,,,,,112267,2.0,3.3,0.0,0.0
X112268,,,,,,112268,2.9,5.1,0.0,0.0
X113248,,,,,,113248,1.2,4.7,0.0,0.0
X114121,,,,,,114121,2.4,4.7,0.0,0.0
X114124,,,,,,114124,1.1,3.2,0.0,0.0
X114126,,,,,,114126,2.0,5.4,0.0,0.0
X115150,,,,,,115150,1.2,3.6,0.0,0.0
X210006,,,,,,210006,1.8,12.5,0.0,0.0
X210007,,,,,,210007,2.9,6.8,0.0,0.0
X211001,,,,,,211001,1.3,11.2,0.0,0.0
X212605,,,,,,212605,0.4,2.1,0.0,0.0
X214800,,,,,,214800,2.1,3.4,0.0,0.0
X4.722e+35,,,,,,4.722e+35,2.8,4.2,0.0,0.0
X4.725e+209,,,,,,4.725e+209,0.5,4.1,0.0,0.0
X4.728e+163,,,,,,4.728e+163,3.3,10.5,0.0,0.0
X472182DA,,,,,,472182DA,0.0,20.4,0.0,0.0
X472191AC,,,,,,472191AC,0.0,0.1,0.0,0.0
X47256412,,,,,,47256412,1.3,3.5,0.0,0.0
X472587.0,,,,,,472587.0,0.6,8.1,0.0,0.0
X472761000000.0,,,,,,472761000000.0,3.2,8.1,0.0,0.0
X4728110000.0,,,,,,4728110000.0,0.4,9.2,0.0,0.0
